Item_ID	Prefix	Noun	Verb	Habitual	Sentence	Context
53837:23	what good	good	does	good	i said, now what good does thi-, i mean, how is this helping *t*-1?	###that's true.###but, no,###i mean, they were, uh, i mean,###i definitely agree with parents.###i think 0 that is a very wrong way 0 * to handle, uh, *-1 disciplining a child *t*-2.###* putting them in, i mean, they were, they were call-, they called them *ich*-1 their quiet rooms or their isolation rooms.###they didn't call them closets.###but they showed these rooms on, uh, you know, on the news###and, i mean, they looked like a closet *ich*-1 *ich*-2 to me. you know, with a desk in it, a real small.###but they said that one of the solutions 0 they came up with *t*-1 was *-2 to take the doors off of these isolation rooms.
53936:23	a child	child	needs	child	but there are times when a child needs *-1 to be spanked *-2 *t*-3.	###speakera63.###but i don't know.###speakerb64.###i mean, there's a point of over kill,###but somewhere in, you've got *-1 to find an even line.###speakera65.###right,###right.###well, there's so many parents that *t*-1 say, 0 you can deal with a child without *-2 spanking them. which *t*-3 is true,###you can *?*.
53943:26	the topic	topic	is	topic	so, the, the topic is hobbies.	###right.###well, there's so many parents that *t*-1 say, 0 you can deal with a child without *-2 spanking them. which *t*-3 is true,###you can *?*.###but there are times when a child needs *-1 to be spanked *-2 *t*-3.###i mean, they do things that they need that.###speakerb66.###* need that shock effect, where they equate the shock of *-2 being spanked *-1 with the actions 0 they did *t*-3 to get spanked *-4 *t*-5.###speakera67.###right.###speakera1.
54212:17	the population	population	is	population	and fifty percent of the population is minority.	###and here, you know, all, all my black friends are professionals###and they're, they don't, you know, they don't go out and abuse drugs###and they, they send their kids to school###and they, they, they uh, you know really encourage them to go to college and stuff.###speakera26.###uh-huh.###speakerb27.###so it's just a different world.###speakera28.###well i live in san antonio
54236:4	houston	houston	is	houston	houston is not *?* at all.	###yeah,###but i heard that sa-, san antonio, unlike like, like a city like san diego it se-, it just has a really bad problem.###speakera34.###i grew up outside of houston###and i don't think, uh, as far as gang violence and things, i don't think 0 *t*-2 it's any worse *ich*-1 here than in houston.###speakerb35.###yeah,###like say houston.### now i would, now me not even knowing anything about houston, i would think that it's a pretty calm city.###speakera36.
54279:16	president bush	bush	is	bush	but you see president bush is telling them *-1 rebel, you know, uh, uprise.	###you want *-1 to do something for them,###but you don't want *-1 to get so directly involved that you're occupying the, the country.###speakera46.###yeah,###yeah,###we can't get involved in their civil war, um, unfortunately,###but we've kind of driven these people out.###speakerb47.###* to do it,###yeah,
54295:15	everyone	everyone	says	everyone	that's what everyone says *t*-1.	###he said, um, 0 he should have let, bush should have let him finish his job.###speakera48.###sure.###speakerb49.### he should, he should have let them, um, corner the republican guards,###speakera50.###well i think 0 the war ended too soon.###speakerb51.###yeah,###exactly,
54330:18	hind sight	sight	is	sight	an ounce of hind sight is worth, whatever.	###and right,###what they were going *-1 to say *t*-2.###and the american people, when this first started *t*-1, they were even reluctant *-2 to let them do that.###speakera60.###yeah.###speakerb61.###so they were, they were playing it * very safe,###but, you know, it,### an ounce###what do they say *t*-1,
54358:27	the military involvement	involvement	is	involvement	i just have a feeling that the military involvement isn't over yet. that i, i still feel like there's more 0 *t*-1 to come.	###and you knew this,###these people are going *-1 to come###and if you were in your house they were going *-1 to take you and beat you.###of course, you're going, just going pick everything *ich*-1 up that you can carry *t*-2###and you're going *-1 to run.###speakera68.###uh-huh.###speakerb69.###and it, it *exp*-1's just too bad that we couldn't see that.###speakera70.
54359:23	this whole issue	issue	is	issue	i don't think 0 this whole issue is settled *-1 as far as we're concerned *-2.	###these people are going *-1 to come###and if you were in your house they were going *-1 to take you and beat you.###of course, you're going, just going pick everything *ich*-1 up that you can carry *t*-2###and you're going *-1 to run.###speakera68.###uh-huh.###speakerb69.###and it, it *exp*-1's just too bad that we couldn't see that.###speakera70.###i just have a feeling that the military involvement isn't over yet. that i, i still feel like there's more 0 *t*-1 to come.
54526:29	the guy	guy	gets	guy	is that the one where, uh, the guy gets captured *-1 by that women *t*-2?	###but there's only one,###well there's a couple scenes, at, at the end### there's, there is, you know some blood and everything###and there's one really bad scene where it's, i mean, there's not blood but it's pretty graphic *t*-1.###speakerb35.###yeah.###speakera36.###but it's, um, it's a really good movie, um.###speakerb37.###really,
54571:8	our big thing	thing	is	thing	our big thing is, um, you know, mo-, movie prices up here	###how about silence of the lambs?###speakera50.### that's, that's on our list of things 0 * to see *t*-1.###speakerb51.###i know,### i, i wanted *-1 to see,### i, i was curious if you had seen it###and that, uh,###speakera52.###n-,
54701:11	john kreas	kreas	is	kreas	uh, john kreas is in it if you don't blink.	###yeah.###speakera94.###did you ever see silverado?###speakerb95.###silverado,###uh, who, who was that with *t*-1?###speakera96.###um, * let's see.###danny glover, scott glen, kevin kline, um, brian dennehy,###jeff goldblum's in.
54704:31	the title	title	sounds	title	the nam-, the, the title sounds familiar,	###speakerb95.###silverado,###uh, who, who was that with *t*-1?###speakera96.###um, * let's see.###danny glover, scott glen, kevin kline, um, brian dennehy,###jeff goldblum's in.###uh, john kreas is in it if you don't blink.###speakerb97.###that,
54718:47	the name	name	sounds	name	i, i might have seen part of that because the name sounds familiar although i wo-, i would remember, i think 0 *t*-1 in, with him in it.	###i mean, i think 0 roseanne arquett *ich*-2 was in it too, another one that if you blink you'd miss *t*-1 her.###uh, it was,###and i think 0 it was like a three hour movie or two and a half hours,### and, and it was one of those ones that *t*-1 could have been four hours if they hadn't cut a lot out.###speakerb99.###oh, really.###speakera100.###um, but it was, it was really good.###um,###speakerb101.
54789:22	the guy	guy	is	guy	oh, that's who the guy is *t*-1.	###i mean i like, you know, i like costner,###i like sean connery,###and, uh, there's this one, there's this one actor,###it *exp*-1's really silly that i enjoy him a lot###but i, i've really enjoyed him in everything 0 i've seen him in *t*-1, a guy named * charles martin smith.###speakerb121.###i don't know him.###speakera122.###um, you've probably seen him###and just, an, you know,
54957:6	diner	diner	is	diner	but diner is really worth * seeing.	###speakera174.###ye-,###we-,###speakerb175.###and then the titles might sound familiar###but i really don't know what they're all about *t*-1.###speakera176.###ye-,###of the three of those, diner's probably the best.###i mean, they're, they're all pretty good,
54999:52	dallas	dallas	is	dallas	* growing up in oklahoma, there it was always the home team, kind of like dallas is *?* around here.	###every year.###speakera7.###no,###it's funny.###uh, i got out and got my bachelor's degree in uh, seventy-three and, uh, never went to a game there and have never gone to a game since.###speakerb8.###how about that.###speakera9.###but i always enjoyed *-1 watching them,###i just
55024:4	everybody	everybody	keeps	everybody	everybody keeps *-1 talking about the reconstruction 0 they're going through *t*-2 and new players and how next year is going *-3 to be even bigger and better than the previous year *t*-4.	###speakera15.###i guess 0 you keep those things 0 you grew up with *t*-1.###i worked in, uh, missouri for a while###and, uh, i was probably the only one in the room several times when we were watching football on t v *t*-1 when the cowboys were playing the saint louis cardinals *t*-2###and i was rooting for the cowboys.###speakerb16.###yeah.###speakera17.###but, they were kind of closer to home when, when i struck up with them *t*-1.###i really don't know what *t*-1's going *-2 to take place with the cowboys this year.
55024:63	next year	year	is	year	everybody keeps *-1 talking about the reconstruction 0 they're going through *t*-2 and new players and how next year is going *-3 to be even bigger and better than the previous year *t*-4.	###speakera15.###i guess 0 you keep those things 0 you grew up with *t*-1.###i worked in, uh, missouri for a while###and, uh, i was probably the only one in the room several times when we were watching football on t v *t*-1 when the cowboys were playing the saint louis cardinals *t*-2###and i was rooting for the cowboys.###speakerb16.###yeah.###speakera17.###but, they were kind of closer to home when, when i struck up with them *t*-1.###i really don't know what *t*-1's going *-2 to take place with the cowboys this year.
55035:37	jerry jones	jones	is	jones	and you know maybe the stuff that, uh, jerry jones is talking about *t*-1 the construction and * redefining the team and maybe the effort might be starting *-2 to pay off.	###in a way that happened this past season,###and i think 0 that's quite a bit of optimism *ich*-1 around here that still there's a chance that maybe, uh, these guys are right, maybe they will come through and, and do something this year.###i look for it to be a pretty good year.###speakerb18.###boy they, uh, they sure did have a big turn around from a couple of years ago.###speakera19.###they did,###uh, they got rid *-1 of a lot of familiar names and got a lot of names *ich*-2 in that we weren't, weren't familiar with *t*-3.###some of them turned out *-1 to be pretty good players,###uh, some of them didn't
55057:10	the pressure	pressure	gets	pressure	once the pressure gets turned *-1 on they, they seem *-2 to loose it.	###yeah,###but they have always been a really strong team.###speakerb22.###yeah,###yeah,###and without a whole lot of big name players.###they have got a few anchors on offense and defense###and you know they, they've managed with those guys###and i don't know.###speakera23.
55083:6	every team	team	hopes	team	every team hopes 0 their current quarterback is going *-1 to pull them through.	###i don't know why it *exp*-2's so hard * to find, uh, a good quarterback these days *t*-1.###speakerb32.###well, that, that says a lot for the, for his ability, though i think 0 *t*-1.###for staubach's, i mean.###speakera33.###well, yeah.###speakerb34.###speakera35.###you know, he was one of the few who *t*-1 come through in history that *t*-2 can really perform,###uh, we hope,
55083:20	their current quarterback	quarterback	is	quarterback	every team hopes 0 their current quarterback is going *-1 to pull them through.	###i don't know why it *exp*-2's so hard * to find, uh, a good quarterback these days *t*-1.###speakerb32.###well, that, that says a lot for the, for his ability, though i think 0 *t*-1.###for staubach's, i mean.###speakera33.###well, yeah.###speakerb34.###speakera35.###you know, he was one of the few who *t*-1 come through in history that *t*-2 can really perform,###uh, we hope,
55084:12	aikman	aikman	has	aikman	in a way aikman has done some of that.	###speakerb32.###well, that, that says a lot for the, for his ability, though i think 0 *t*-1.###for staubach's, i mean.###speakera33.###well, yeah.###speakerb34.###speakera35.###you know, he was one of the few who *t*-1 come through in history that *t*-2 can really perform,###uh, we hope,###every team hopes 0 their current quarterback is going *-1 to pull them through.
55085:15	the guy	guy	winds	guy	but, uh, the guy winds up *-1 getting hurt *-2 every other game.	###well, that, that says a lot for the, for his ability, though i think 0 *t*-1.###for staubach's, i mean.###speakera33.###well, yeah.###speakerb34.###speakera35.###you know, he was one of the few who *t*-1 come through in history that *t*-2 can really perform,###uh, we hope,###every team hopes 0 their current quarterback is going *-1 to pull them through.###in a way aikman has done some of that.
55096:12	the pressure	pressure	is	pressure	when the pressure is really on *t*-1 when it's down to the last few minutes of the game for the season *t*-2 is when the guys seem *-3 to really do their best *t*-4.	###speakerb36.###yeah,### i, i tell you,###it's difficult in that guy's position * coming into that because there, he was just so highly touted *-1 by the press and everybody expected so many big things, you know.###speakera37.###yeah,###they did.###they put a lot of pressure on him from the outside and from the inside.###uh, it *exp*-1's funny * watching them, them play,###he's probably like a lot of quarterbacks, uh,
55101:102	something	something	happens	something	if they figure 0 they have got it won *-1 or if there's no real hurry because the first three quarters or, uh, if, uh, if something happens that that adrenalin starts *-2 flowing.	###yeah,###they did.###they put a lot of pressure on him from the outside and from the inside.###uh, it *exp*-1's funny * watching them, them play,###he's probably like a lot of quarterbacks, uh,###when the pressure is really on *t*-1 when it's down to the last few minutes of the game for the season *t*-2 is when the guys seem *-3 to really do their best *t*-4.###speakerb38.###uh-huh.###speakera39.###and i haven't quite figured that out,
55101:114	that adrenalin	adrenalin	starts	adrenalin	if they figure 0 they have got it won *-1 or if there's no real hurry because the first three quarters or, uh, if, uh, if something happens that that adrenalin starts *-2 flowing.	###yeah,###they did.###they put a lot of pressure on him from the outside and from the inside.###uh, it *exp*-1's funny * watching them, them play,###he's probably like a lot of quarterbacks, uh,###when the pressure is really on *t*-1 when it's down to the last few minutes of the game for the season *t*-2 is when the guys seem *-3 to really do their best *t*-4.###speakerb38.###uh-huh.###speakera39.###and i haven't quite figured that out,
55165:9	marino	marino	makes	marino	uh, marino makes me just crazy mad sometimes, because of some of the stupid stuff 0 he does *t*-1,	###no.###speakerb56.###but that was just a good football game.###speakera57.###and it's funny, you know.###you like *-1 to pull for the underdog###and for a long time i was pulling for denver.###speakerb58.###uh-huh.###speakera59.
55278:6	their military	military	is	military	their military is different from ours, to where there are extremist gen-, generals that *t*-1 actually control tens and thousands of troops. that irregardless of what soviet policy is *t*-2, *t*-3 they're going *-4 to do what the general tells them *t*-5 *t*-6.	###huh.###speakerb14.###i'm surprised 0 during this iraqi crisis we didn't have more incidents than they did.###these guys are top of the line.### when they, when they graduate from there *t*-1, they can pull terrorist actions anywhere in the free world.###and they are very, very good at what they do *t*-1.###so until i see the entire, quote, old guard of the soviet military, of the soviet government completely roll over and disappear, *-1 preferably buried *-2, i still consider them a threat.###speakera15.###uh-huh.###speakerb16.
55278:109	soviet policy	policy	is	policy	their military is different from ours, to where there are extremist gen-, generals that *t*-1 actually control tens and thousands of troops. that irregardless of what soviet policy is *t*-2, *t*-3 they're going *-4 to do what the general tells them *t*-5 *t*-6.	###huh.###speakerb14.###i'm surprised 0 during this iraqi crisis we didn't have more incidents than they did.###these guys are top of the line.### when they, when they graduate from there *t*-1, they can pull terrorist actions anywhere in the free world.###and they are very, very good at what they do *t*-1.###so until i see the entire, quote, old guard of the soviet military, of the soviet government completely roll over and disappear, *-1 preferably buried *-2, i still consider them a threat.###speakera15.###uh-huh.###speakerb16.
55278:150	the general	general	tells	general	their military is different from ours, to where there are extremist gen-, generals that *t*-1 actually control tens and thousands of troops. that irregardless of what soviet policy is *t*-2, *t*-3 they're going *-4 to do what the general tells them *t*-5 *t*-6.	###huh.###speakerb14.###i'm surprised 0 during this iraqi crisis we didn't have more incidents than they did.###these guys are top of the line.### when they, when they graduate from there *t*-1, they can pull terrorist actions anywhere in the free world.###and they are very, very good at what they do *t*-1.###so until i see the entire, quote, old guard of the soviet military, of the soviet government completely roll over and disappear, *-1 preferably buried *-2, i still consider them a threat.###speakera15.###uh-huh.###speakerb16.
55318:26	machinery	machinery	is	machinery	the only drawback on that little piece of machinery is 0 they only got five minutes of air time.	###you put five soviet hyundee helicopters in the air, they can level the entire area###and there won't be anything left * alive.###and they can do that in about four minutes.###speakera27.###huh.###speakerb28.###and they've got entire squadrons of those just standing by.###they used them in afghanistan, did re-, remarkably well considering the terrain 0 they were flying in *t*-1.###but on a highly populated area, like some of the soviet cities would be *?*, with the weaponry that *t*-1's attached *-2 on those things, there is no place 0 * to hide *t*-3.###if the bombs don't get you, if the bullets don't get you, then, then the nerve gas definitely will get you.
55343:66	the u s	s	has	s	i, i'm, i'm a little bit shocked to what the u s has done *t*-1 in terms of *-2 selling to iraq in the past ten to fifteen years.	###speakerb34.###but, during that same time frame, didn't you get some feeling, that, i mean, they're getting all these weapons and stuff?###didn't it *ich*-1 bug you a little bit why they kept *-2 coming up with all this stuff *t*-3?###speakera35.###you mean in the, in the most recent conflict?###speakerb36.###in any of them since eighty-one.###speakera37.###oh. yeah,###definitely.
55372:4	inflation	inflation	is	inflation	inflation is out of this world	###they're not really that worried about * invading north.###they're more interested in,###they've got a screwed up situation,###i'll give them that.###from mexico all the way down into cen-, central and south america.###the situation down there is weird###and it's very screwed up.###speakera45.###uh-huh.###speakerb46.
55373:21	our government	government	has	government	and the governments, which our government has technically supported *t*-1 for years, are corrupt as all get out.	###they're more interested in,###they've got a screwed up situation,###i'll give them that.###from mexico all the way down into cen-, central and south america.###the situation down there is weird###and it's very screwed up.###speakera45.###uh-huh.###speakerb46.###inflation is out of this world
55381:19	russia	russia	is	russia	well, i think 0 russia is getting to the point where they're, they're about *-1 to do something *-2 to get out of communism *t*-3.	###speakerb46.###inflation is out of this world###and the governments, which our government has technically supported *t*-1 for years, are corrupt as all get out.###and generally the people, are getting screwed *-1,###speakera47.###speakerb48.###and they're tired of it,###and they're willing *-1 to try anything *-2 to get out from under it, even if that means * going to communism.###speakera49.###yeah.
55383:14	gorbachev	gorbachev	has	gorbachev	i think 0 gorbachev has about had his day.	###and the governments, which our government has technically supported *t*-1 for years, are corrupt as all get out.###and generally the people, are getting screwed *-1,###speakera47.###speakerb48.###and they're tired of it,###and they're willing *-1 to try anything *-2 to get out from under it, even if that means * going to communism.###speakera49.###yeah.###well, i think 0 russia is getting to the point where they're, they're about *-1 to do something *-2 to get out of communism *t*-3.###i guess 0 i'd would like *-1 to see somebody like yeltsin to get more power.
55390:4	gorbachev	gorbachev	has	gorbachev	gorbachev has made his attempt	###yeah.###well, i think 0 russia is getting to the point where they're, they're about *-1 to do something *-2 to get out of communism *t*-3.###i guess 0 i'd would like *-1 to see somebody like yeltsin to get more power.###i think 0 gorbachev has about had his day.###speakerb50.###unfortunately, yeltsin's got too many connections with the old guard.###that's the only drawback that i see *t*-1 with the entire thing.###speakera51.###yeah.###speakerb52.
55413:37	something	something	does	something	but you still better have the key players in place, if something does go down. even if it's a regional conflict.	###i sure wouldn't turn my back on them.###speakerb58.###you mean,###i understand 0 when they pulled the troops out of, uh, or they reduced the number of troops in europe after the berlin wall went down *t*-1,###i thought 0 that was great.###but by no means do i endorse or approve * pulling everybody out.###speakera59.###uh-huh.###speakerb60.###it may be a much reduced force than what we used *-1 to have *t*-2 over there.
55483:82	my bathing suit	suit	slips	suit	i like *-1 to be able *-2 to sweat, have my hair a mess. uh, feel that, okay fine, if my bathing suit slips a little bit i don't have *-3 to be conscious of it being a little bit too low.	###yeah.###it's totally women.###speakera17.###see, i think 0 that's what *t*-1's my biggest problem with * going to a place, uh, a, a health club.###because i don't feel like *-1 having a bunch of other people watch me exercise.###you know, so i have tried *-1 to just do stuff at home###and, uh, i just feel conscious about it.###i mean, i'm not big, you know, or anything,###but i still don't like other people watching me.###speakerb18.
55501:8	no one	one	is	one	and no one is staring at anybody else or worrying about what anything else is doing *t*-1.	###speakerb24.###and i, my bathing suit's just one piece,###so there's no big deal all the way around,###but i don't have *-1 to be conscious of what i'm doing *t*-2 or how i'm doing it *t*-3.###speakera25.###uh-huh.###speakerb26.###and it's, uh, oh, it's just, i don't know, it's, it's a total free relaxation.###because, hey, you can do what you want *t*-1.###you're a female,
55803:24	the bicycle	bicycle	is	bicycle	uh, the one nice thing about the bicycle is 0 you just sit.	###speakera141.###but i got talked *-1 into the bike instead.###and i don't know,###i really wanted a stepper.###i'm considering *-1 maybe even buying one of those too.###but i'm not sure if i'll get benefit out of both of them.###i mean, i don't know if it *exp*-2 would really do any good *-1 having both of them.###which one do you feel 0 *t*-1 is better, since you use them both?###speakerb142.###um, i get bored very easily.
55813:42	your gear	gear	is	gear	you can program the one at cosmopolitan lady so, to what your gear is *t*-1.	###uh, the one nice thing about the bicycle is 0 you just sit.###like you said, you can sit and do it, and watch the t v and not even really be conscious of what you are doing *t*-1.###speakera143.###uh-huh.###speakerb144.###with the stepper, you are conscious of what you are doing *t*-1 because you're basically watching each step as it gets harder and down.###speakera145.###huh.###speakerb146.###so you have a little, you know, little,
55855:28	the first thing	thing	is	thing	um, uh, i mean, the first thing is, the uh, 0 if it's going *-1 to be mandatory, it's got *-2 to be mandatory,	###speakerb2.###right.###uh, who *t*-1 wants *-2 to start this one?###speakera3.###em-,###i don't know,### i've been, i've been sitting here *-1 thinking,###yeah,###because it was, you know, took a couple tries before i found somebody.###well, you know, i'm like, i'm not really sure what i think *t*-1 about this.
55906:179	one	one	does	one	things that *t*-1 need *-2 to be done *-3, that *t*-4 wou-, that *t*-5 could be done *-6 in an hour or two, uh, a day, or several hours of the week. like a half of a day on saturday or something like that. in addition to what one does *t*-7, uh, besides that.	###speakerb16.###uh, and i find ways 0 *-1 to, to turn some of that back to, to others *t*-2.###uh, and i, i guess 0 i, i can't see that as *-1 being something 0 * to really object to *t*-2.###speakera17.###well, i guess 0 it would still depend on how,###i mean, if, if you're talking about any-, if you're talking about something that *t*-1's like a full time, you know, one year full time, you know, this is what you do *t*-2, you know.###you're going *-1 to go and, and fill pot holes and, you know, and, you know, all that stuff.###i mean, i, you know, i don't know.###speakerb18.###i could see a, a full, a run-, a gamut of different kinds of opportunities.
55931:9	everybody	everybody	has	everybody	uh, everybody has *-1 to put in so many hours of, uh, public service in a given time, perhaps.	###yeah.###speakerb26.###it was needed *-1,###it gave some folks some jobs,###and we got some great public works out of it.###but, um, i don't see that as *-1 being necessary now.###i can see it being done *-1, uh, on a regular schedule.###speakera27.###uh-huh.###speakerb28.
55956:96	the person	person	lives	person	and i, i see it being most beneficial if it's in the neighborhood where or, or at least the area where the person lives *t*-1.	###speakera35.###and also, you know, you, you feel more like, you know, you're actually part of the community if you've done something, in it.###speakerb36.###that's right.###speakera37.###speakerb38.###you take pride in that, and, and get some, some positive feedback from those *ich*-2 who *t*-1 benefit, besides yourself.###speakera39.###uh-huh.###speakerb40.
56064:16	maryland	maryland	does	maryland	and i know 0 maryland does,	###oh.###and i hadn't even thought about that, uh, the, the other end of that.### that, that's an interesting, uh, situation.###i hadn't thought of that.###we had visited relatives in virginia, not too long ago,###and i thought 0 i had seen, when we were traveling around the state *t*-1, some similar signs *ich*-2 up that *t*-3 indicated that certain sections were being policed and cleaned up *-4###and,###speakera85.###yeah.###i think 0 virginia's got it
56110:26	every little bit	bit	does	bit	just, just every little bit does,	###and even if it's not environmentally safe, who *t*-1 cares, you know.###speakerb98.###i'm sure 0 the pendulum will swing the other way.###uh, there have been too many other things that it's done that for *t*-1, just in my life.###and if you look at history at all, you see that, you know, uh, we go from one side to the other on just about any subject, that you, one might care *-1 to bring *t*-2 up.###speakera99.###yeah.###speakerb100.###but, it *exp*-1 is comforting to me * to see, uh, more concern about some of these things that, that *t*-2 cost us money.###especially when we have dwindling, uh, resources such as oil that *t*-1's burning out of control in the persian gulf, and, and so forth *t*-2.
56116:98	this stuff	stuff	runs	stuff	it *exp*-1's just probably a good thing that the oil's burning and may, may, make some people realize that hey, you know, this stuff runs out.	###yeah.###speakerb100.###but, it *exp*-1 is comforting to me * to see, uh, more concern about some of these things that, that *t*-2 cost us money.###especially when we have dwindling, uh, resources such as oil that *t*-1's burning out of control in the persian gulf, and, and so forth *t*-2.### just, just every little bit does,###it makes me feel *-1 better.### it, it makes me feel like, well, there may be something left for my children, my nieces and nephews and so forth.###speakera101.###well, yeah, uh.###well, uh, wouldn't,
56196:40	the shrimp	shrimp	is	shrimp	and what *ich*-2 *t*-1's really neat about it is, the shrimp is cooked *-3 in your, uh, like your rice steamer, your rice cooker.	###speakera13.###speakerb14.###uh-huh.###speakera15.###and then i have a cauliflower that i would cook *t*-1, garlic bread, green salad, tea,###and we'd have a lemon pie for dessert.###speakerb16.###oh, it sounds fantastic.###speakera17.###yes.
56249:25	the mixture	mixture	begins	mixture	and you only cook it until the mixture begins *-1 to boil, and the shrimp turn pink.	###speakera37.###* leave the shells on them so they won't just roll up.###speakerb38.###uh-huh.###speakera39.###and you pour the beer over the top of it,###and you cover it.###speakerb40.###uh-huh.###speakera41.
56487:65	the tail	tail	has	tail	but, you know, it's, it's similar to a lobster too, because the tail has got the little pleats in it, like a, lobster would *?*.	###no.###speakerb144.###speakera145.###um, * let me think of, i can't even think of what you,###i guess 0 if, it, uh, it looks like, more like a cross between, uh, a crab and, uh, and a lobster.###speakerb146.###uh-huh.###speakera147.###because it's small like that###and it's got the pinchers like a crab.
56568:6	the blackening	blackening	is	blackening	the blackening is really the seasoning.	###you know, i never have *?*.###i use, uh, uh, the black iron skillet *-1 to cook mine.###speakerb180.### do-, does it have *-1 to get extremely hot?###speakera181.###uh-huh.###speakerb182.###yeah.###speakera183.###but it really, it's not, it, it, it doesn't burn or anything like that.
56673:52	the food	food	is	food	but, uh, of course, the further south 0 you go *t*-2, the better the food is *t*-3, as far as i'm concerned *-1.	###i,###speakera227.###um, you don't even have *-1 to go all the way to new orleans, you know, if you want *-2 to really get some good food.###speakerb228.###really?###speakera229.###i mean, you don't have *-1 to go that far south.###speakerb230.###uh-huh.###speakera231.
56677:6	fact	fact	is	fact	and fact is, 0 we're going *-1 to take a vacation this year.	###really?###speakera229.###i mean, you don't have *-1 to go that far south.###speakerb230.###uh-huh.###speakera231.###but, uh, of course, the further south 0 you go *t*-2, the better the food is *t*-3, as far as i'm concerned *-1.###speakerb232.###is that right?###speakera233.
56766:6	the assumption	assumption	is	assumption	the assumption is that it is a problem, uh,	###and oh, it looks delicious.###speakera265.###and i'll tell you what.###speakerb266.###see we do, um, uh, a thing,###we call it a sea bake.### you, uh, you take clams,###speakera1.###well, do you think, uh,###i mean i wonder,
56871:7	australia	australia	considers	australia	well australia considers itself every bit as much a democracy as the united states.	###i didn't know that,###i was think-,###that is one solution to it.###speakera33.###i don't know how i feel *t*-1 about that.###speakerb34.###but i don't,###that's not really democratic.###not what i'd consider *t*-1 truly democratic.###speakera35.
56937:112	the person	person	gets	person	when they especially when someone, they,, they don't vote for someone because they don't like any of them and then the person gets in and they don't like him and he turns out *-1 to have been worse than her that they might have voted for *t*-2, or something like that *t*-3.	###i mean, if yo-, if you vote and your guy looses well you leas-, you least tried###and you can say something###but if you don't vote, i sort of feel like, part of me, and it's kind of a nasty part of me feels like, well if you didn't vote, you get what *t*-1's coming to you, you know.###speakerb54.###that's right,###i feel th-,###speakera55.###and certainly that's true in the overall,###i mean no one individual 0 that's true for *t*-1###but for the population as a whole, i sort of feel that way.
56960:90	the australian system	system	works	system	and, and perha-, perhaps i'll call you back and let you know what, how the australian system works *t*-1.	###um.###speakerb58.###it doesn't really gain anything.###speakera59.###yes,###it rea-, really doesn't,###and so it's, it's a complicated situation,###but i would like *-1 to see,###i don't know,### i, i, i'm, i'm thinking of actually moving to australia
57035:11	voting	voting	is	voting	and, fortunately voting isn't that.	###technically it's a privilege,###but most people think of it as a right.###i mean, in other words if the government denies you driving, denies you a driver's license, people get very upset.###but actually it's a privilege, which *t*-1 is allowed *-2 to be revoked *-3.###speakerb80.###it is *?*.###speakera81.###speakerb82.###that's correct.###speakera83.
57066:37	everyone	everyone	votes	everyone	where he defines dep-, democracy as everyone votes for the issues and republic is people who *t*-1 vote for someone who *t*-2 then in turn votes for the issues *t*-3.	###speakerb92.###no,###no,###i haven't *?*.###speakera93.###um, oh, hamilt-, i think 0 it was hamilton who *t*-1 wrote number ten or something, where he was arguing for a republican *rnr*-5, not in the sense of the republican party now, versus a democratic *rnr*-5, uh, government and, arguing successfully, why, the united states should be a republic, not a democracy. which indeed it really is *t*-2 *t*-4 *t*-3,###a republic, not a democracy.###speakerb94.###right.###speakera95.
57066:54	republic	republic	is	republic	where he defines dep-, democracy as everyone votes for the issues and republic is people who *t*-1 vote for someone who *t*-2 then in turn votes for the issues *t*-3.	###speakerb92.###no,###no,###i haven't *?*.###speakera93.###um, oh, hamilt-, i think 0 it was hamilton who *t*-1 wrote number ten or something, where he was arguing for a republican *rnr*-5, not in the sense of the republican party now, versus a democratic *rnr*-5, uh, government and, arguing successfully, why, the united states should be a republic, not a democracy. which indeed it really is *t*-2 *t*-4 *t*-3,###a republic, not a democracy.###speakerb94.###right.###speakera95.
57066:97	turn	turn	votes	turn	where he defines dep-, democracy as everyone votes for the issues and republic is people who *t*-1 vote for someone who *t*-2 then in turn votes for the issues *t*-3.	###speakerb92.###no,###no,###i haven't *?*.###speakera93.###um, oh, hamilt-, i think 0 it was hamilton who *t*-1 wrote number ten or something, where he was arguing for a republican *rnr*-5, not in the sense of the republican party now, versus a democratic *rnr*-5, uh, government and, arguing successfully, why, the united states should be a republic, not a democracy. which indeed it really is *t*-2 *t*-4 *t*-3,###a republic, not a democracy.###speakerb94.###right.###speakera95.
57097:9	their job	job	is	job	well their job is * to be reelected *-1, by in large,	### and, and actually i agree, except that i don't trust the people who *t*-1 are appointed *-2 to vote.###speakerb104.###sometimes i think 0 we have that right now, with congress.###speakera105.###yeah,###well, i, i mean, i feel that, i feel that wa-,###speakerb106.###i think 0 they're looking after their own self preservation more than they're actually looking after the good of the country.###speakera107.###yeah,
57099:47	government	government	is	government	and there's also an antigovernment mood in the country, you know, where government is misspending your dollars *t*-1	###sometimes i think 0 we have that right now, with congress.###speakera105.###yeah,###well, i, i mean, i feel that, i feel that wa-,###speakerb106.###i think 0 they're looking after their own self preservation more than they're actually looking after the good of the country.###speakera107.###yeah,###well their job is * to be reelected *-1, by in large,###and, so they work on that job.
